1,4,5,2,3,6,7,3,3,6,
4,5,2,3,4,8,3,9,3,5,
4,3,2,6,2,4,6,2,3,2,
2,3,7,9,2,3,10,4,2,8,
8,5,2,4,6,5,6,5,4,3,
4,2,3,5,0,1,8,6,4,3,
6,4,7,8,6,3,4,3,5,4,
5,6,7,4,6,5,4,4,8,5,
2,7,8,6,3,3,1,6,10,4,
6,3,5,8,6,4,4,3,5,8,
6,6,4,3,2,4,9,6,8,6,
4,8,4,6,4,7,4,11,12,2,
1,6,6,2,0,4,5,6,3,5,
7,3,1,6,5,5,2,2,5,2,
7,7,4,4,6,4,7,6,7,6,
5,3,5,5,7,6,3,5,5,8,
5,8,2,9,0,3,9,2,8,6,
7,9,3,5,5,4,3,4,9,9,
13,6,6,7,4,3,5,7,5,4,
4,2,4,5,3,7,5,4,8,8,
