13,18,11,17,9,
29,35,23,21,20,
9,19,25,23,36,
22,29,26,19,16,
28,21,25,17,19,
40,25,35,21,25,
29,26,20,17,20,
13,27,14,28,20,
18,21,15,25,21,
16,25,18,27,12,
15,26,36,25,20,
24,22,18,35,23,
17,23,15,14,35,
15,16,18,15,30,
15,16,14,12,25,
18,16,17,13,28,
24,22,18,11,13,
27,22,21,25,15,
14,20,25,24,27,
33,22,10,20,9,
